Sample Name,Peak Number,RT,Area,Height,% Area,Total Area,Int Type
DPS21016-3,19,35.314,627,56,0.0060,10471065,BB
DPS21016-3,20,35.958,2993,135,0.0286,10471065,BB
DPS21017-1,1,5.337,192,20,0.0018,10464891,BV
DPS21017-1,21,36.310,1567,72,0.0150,10464891,BB
DPS21017-1,2,5.559,172,17,0.0016,10464891,VB
DPS21017-1,22,36.859,604,73,0.0058,10464891,BB
DPS21017-1,3,5.964,132,13,0.0013,10464891,BB
DPS21017-1,23,37.376,3257,360,0.0311,10464891,BB
DPS21017-1,4,7.519,2096,210,0.0200,10464891,BV
DPS21017-1,24,37.837,2162,276,0.0207,10464891,BB
DPS21017-1,5,7.723,1626,165,0.0155,10464891,VV
DPS21017-1,6,7.961,2374,204,0.0227,10464891,VB
DPS21017-1,7,10.164,1189,86,0.0114,10464891,BB
DPS21017-1,8,11.062,498,16,0.0048,10464891,BB
DPS21017-1,9,12.207,510,31,0.0049,10464891,BV
DPS21017-1,3,13.031,1328,55,0.0127,10464891,VV
DPS21017-1,11,13.632,1683,66,0.0161,10464891,VV
DPS21017-1,2,14.305,323,14,0.0031,10464891,VB
DPS21017-1,72,15.893,10385307,243308,99.2395,10464891,BV
DPS21017-1,14,19.183,4513,111,0.0431,10464891,VV
DPS21017-1,15,20.249,1877,66,0.0179,10464891,VV
DPS21017-1,1,20.984,50045,1931,0.4782,10464891,VV
DPS21017-1,17,26.801,406,12,0.0039,10464891,VB
DPS21017-1,18,33.501,432,60,0.0041,10464891,BB
DPS21017-1,19,34.395,1934,180,0.0185,10464891,BB
DPS21017-1,20,35.350,664,62,0.0063,10464891,BB
DPS21017-2,1,5.335,187,20,0.0018,10473574,BV
DPS21017-2,21,36.172,3144,137,0.0300,10473574,BB
DPS21017-2,2,5.553,166,17,0.0016,10473574,VB
DPS21017-2,22,36.856,612,73,0.0058,10473574,BB
DPS21017-2,3,5.959,141,14,0.0013,10473574,BB
DPS21017-2,23,37.371,3316,366,0.0317,10473574,BB
DPS21017-2,4,7.518,2100,210,0.0200,10473574,BV
DPS21017-2,24,37.834,2162,276,0.0206,10473574,BB
DPS21017-2,5,7.722,1648,167,0.0157,10473574,VV
DPS21017-2,6,7.961,2346,202,0.0224,10473574,VB
DPS21017-2,7,10.166,1203,87,0.0115,10473574,BV
DPS21017-2,8,10.886,476,15,0.0045,10473574,VB
DPS21017-2,9,12.208,661,41,0.0063,10473574,BV
DPS21017-2,3,13.022,1469,60,0.0140,10473574,VV
DPS21017-2,11,13.634,1739,68,0.0166,10473574,VV
DPS21017-2,2,14.330,439,15,0.0042,10473574,VB
DPS21017-2,72,15.892,10391452,243568,99.2159,10473574,BV
DPS21017-2,14,19.185,4555,114,0.0435,10473574,VV
DPS21017-2,15,20.250,1945,68,0.0186,10473574,VV
DPS21017-2,1,20.984,50430,1929,0.4815,10473574,VV
DPS21017-2,17,26.815,319,11,0.0030,10473574,BB
DPS21017-2,18,33.498,412,58,0.0039,10473574,BB
DPS21017-2,19,34.392,1944,180,0.0186,10473574,BB
DPS21017-2,20,35.349,708,64,0.0068,10473574,BB
DPS21017-3,1,5.337,194,21,0.0019,10468399,BV
DPS21017-3,21,36.171,3036,133,0.0290,10468399,BB
DPS21017-3,2,5.559,177,17,0.0017,10468399,VB
DPS21017-3,22,36.856,582,72,0.0056,10468399,BB
DPS21017-3,3,5.966,152,14,0.0015,10468399,BB
DPS21017-3,23,37.372,3276,361,0.0313,10468399,BB
DPS21017-3,4,7.519,2101,211,0.0201,10468399,BV
DPS21017-3,24,37.835,2163,275,0.0207,10468399,BB
DPS21017-3,5,7.723,1620,163,0.0155,10468399,VV
DPS21017-3,6,7.962,2351,202,0.0225,10468399,VB
DPS21017-3,7,10.166,1216,87,0.0116,10468399,BV
DPS21017-3,8,11.065,582,18,0.0056,10468399,VB
DPS21017-3,9,12.210,625,38,0.0060,10468399,BV
DPS21017-3,3,13.018,1415,57,0.0135,10468399,VV
DPS21017-3,11,13.629,1614,65,0.0154,10468399,VV
DPS21017-3,2,14.332,255,12,0.0024,10468399,VB
DPS21017-3,72,15.893,10386944,243574,99.2219,10468399,BV
DPS21017-3,14,19.173,4221,111,0.0403,10468399,VV
DPS21017-3,15,20.252,1997,66,0.0191,10468399,VV
DPS21017-3,1,20.984,50414,1937,0.4816,10468399,VV
DPS21017-3,17,26.819,429,12,0.0041,10468399,BB
DPS21017-3,18,33.498,417,59,0.0040,10468399,BB
DPS21017-3,19,34.392,1919,179,0.0183,10468399,BB
DPS21017-3,20,35.348,696,62,0.0066,10468399,BB
DPS21018-1,1,5.336,219,22,0.0021,10475067,BV
DPS21018-1,21,36.185,2929,130,0.0280,10475067,BB
DPS21018-1,2,5.548,175,17,0.0017,10475067,VB
DPS21018-1,22,36.861,736,96,0.0070,10475067,BB
DPS21018-1,3,5.955,121,11,0.0012,10475067,BB
DPS21018-1,23,37.378,3207,351,0.0306,10475067,BB
DPS21018-1,4,7.519,2133,218,0.0204,10475067,BV
DPS21018-1,24,37.840,2229,283,0.0213,10475067,BB
DPS21018-1,5,7.725,1663,160,0.0159,10475067,VV
DPS21018-1,6,7.963,2065,178,0.0197,10475067,VB
DPS21018-1,7,10.167,1041,77,0.0099,10475067,BB
DPS21018-1,8,11.085,552,18,0.0053,10475067,BB
DPS21018-1,9,12.213,349,23,0.0033,10475067,BV
DPS21018-1,3,13.017,1087,47,0.0104,10475067,VV
DPS21018-1,11,13.614,1373,51,0.0131,10475067,VV
DPS21018-1,2,14.325,156,7,0.0015,10475067,VV
DPS21018-1,72,15.895,10393267,244025,99.2191,10475067,BV
DPS21018-1,14,19.199,5056,127,0.0483,10475067,VV
DPS21018-1,15,20.253,1878,64,0.0179,10475067,VV
DPS21018-1,1,20.987,51603,1992,0.4926,10475067,VV
DPS21018-1,17,26.826,340,11,0.0032,10475067,BB
DPS21018-1,18,33.504,383,53,0.0037,10475067,BB
DPS21018-1,19,34.404,2035,194,0.0194,10475067,BB
DPS21018-1,20,35.357,469,51,0.0045,10475067,BB
DPS21018-2,1,5.338,213,23,0.0020,10465138,BV
DPS21018-2,21,36.168,2512,119,0.0240,10465138,BB
DPS21018-2,2,5.554,171,17,0.0016,10465138,VB
DPS21018-2,22,36.852,438,76,0.0042,10465138,BB
DPS21018-2,3,5.960,137,13,0.0013,10465138,BB
DPS21018-2,23,37.372,2843,336,0.0272,10465138,BB
DPS21018-2,4,7.520,2178,221,0.0208,10465138,BV
DPS21018-2,24,37.835,2151,278,0.0206,10465138,BB
DPS21018-2,5,7.726,1715,164,0.0164,10465138,VV
DPS21018-2,6,7.964,2080,178,0.0199,10465138,VB
DPS21018-2,7,10.169,1100,77,0.0105,10465138,BV
DPS21018-2,8,11.063,596,19,0.0057,10465138,VB
DPS21018-2,9,12.214,524,30,0.0050,10465138,BV
DPS21018-2,3,13.025,1188,50,0.0114,10465138,VV
DPS21018-2,11,13.637,1427,53,0.0136,10465138,VV
DPS21018-2,2,14.306,259,10,0.0025,10465138,VB
DPS21018-2,72,15.899,10383629,243688,99.2211,10465138,BV
DPS21018-2,14,19.203,4953,126,0.0473,10465138,VV
DPS21018-2,15,20.254,1936,66,0.0185,10465138,VV
DPS21018-2,1,20.989,51843,1990,0.4954,10465138,VV
DPS21018-2,17,26.812,464,12,0.0044,10465138,BB
DPS21018-2,18,33.499,268,43,0.0026,10465138,BB
DPS21018-2,19,34.400,2017,195,0.0193,10465138,BB
DPS21018-2,20,35.349,496,51,0.0047,10465138,BB
DPS21018-3,1,5.336,219,22,0.0021,10475463,BV
DPS21018-3,21,36.158,2705,125,0.0258,10475463,BB
DPS21018-3,2,5.549,176,17,0.0017,10475463,VB
DPS21018-3,22,36.846,467,79,0.0045,10475463,BB
DPS21018-3,3,5.961,121,14,0.0012,10475463,BB
DPS21018-3,23,37.367,2751,332,0.0263,10475463,BB
DPS21018-3,4,7.518,2145,218,0.0205,10475463,BV
DPS21018-3,24,37.830,2057,273,0.0196,10475463,BB
DPS21018-3,5,7.725,1700,163,0.0162,10475463,VV
DPS21018-3,6,7.963,2104,178,0.0201,10475463,VB
DPS21018-3,7,10.165,1096,76,0.0105,10475463,BV
DPS21018-3,8,11.078,561,18,0.0054,10475463,VB
DPS21018-3,9,12.212,438,28,0.0042,10475463,BV
DPS21018-3,3,13.036,1168,49,0.0111,10475463,VV
DPS21018-3,11,13.637,1499,55,0.0143,10475463,VV
DPS21018-3,2,14.327,202,9,0.0019,10475463,VB
DPS21018-3,72,15.901,10394033,243132,99.2227,10475463,BV
DPS21018-3,14,19.192,5265,129,0.0503,10475463,VV
DPS21018-3,15,20.244,1967,64,0.0188,10475463,VV
DPS21018-3,1,20.991,51696,1991,0.4935,10475463,VV
DPS21018-3,17,26.831,397,12,0.0038,10475463,BB
DPS21018-3,18,33.493,297,45,0.0028,10475463,BB
DPS21018-3,19,34.392,1974,194,0.0188,10475463,BB
DPS21018-3,20,35.341,423,46,0.0040,10475463,BB
DPS21019-1,1,5.250,443,27,0.0042,10509138,BV
DPS21019-1,21,36.811,804,108,0.0077,10509138,BB
DPS21019-1,2,5.835,100,10,0.0010,10509138,VB
DPS21019-1,22,37.333,4982,442,0.0474,10509138,BB
DPS21019-1,3,7.427,2102,209,0.0200,10509138,BR
DPS21019-1,23,37.807,3966,389,0.0377,10509138,BB
DPS21019-1,4,7.589,1494,171,0.0142,10509138,RV
DPS21019-1,5,7.836,1854,162,0.0176,10509138,VB
DPS21019-1,6,9.973,1056,70,0.0100,10509138,BB
DPS21019-1,7,10.708,574,19,0.0055,10509138,BB
DPS21019-1,8,12.007,412,24,0.0039,10509138,BV
DPS21019-1,3,12.761,1283,54,0.0122,10509138,VV
DPS21019-1,10,13.290,1315,54,0.0125,10509138,VV
DPS21019-1,2,14.106,248,10,0.0024,10509138,VB
DPS21019-1,72,15.499,10424758,257391,99.1971,10509138,BV
DPS21019-1,13,18.664,5576,126,0.0531,10509138,VV
DPS21019-1,14,19.912,1327,54,0.0126,10509138,VV
DPS21019-1,1,20.580,51508,2037,0.4901,10509138,VV
DPS21019-1,16,26.323,471,16,0.0045,10509138,BB
DPS21019-1,17,33.381,304,37,0.0029,10509138,BB
DPS21019-1,18,34.318,2129,203,0.0203,10509138,BB
DPS21019-1,19,35.287,785,55,0.0075,10509138,BB
DPS21019-1,20,36.262,1645,107,0.0157,10509138,BB
DPS21019-2,1,5.256,399,26,0.0038,10544014,BV
DPS21019-2,21,36.807,783,107,0.0074,10544014,BB
DPS21019-2,2,5.852,96,10,0.0009,10544014,VB
DPS21019-2,22,37.330,4740,432,0.0450,10544014,BB
DPS21019-2,3,7.428,2148,214,0.0204,10544014,BR
DPS21019-2,23,37.804,4240,404,0.0402,10544014,BB
DPS21019-2,4,7.589,1520,173,0.0144,10544014,RV
DPS21019-2,5,7.836,1910,164,0.0181,10544014,VB
DPS21019-2,6,9.972,1061,70,0.0101,10544014,BB
DPS21019-2,7,10.859,542,19,0.0051,10544014,BB
DPS21019-2,8,12.015,349,22,0.0033,10544014,BV
DPS21019-2,3,12.772,1206,53,0.0114,10544014,VV
DPS21019-2,10,13.282,1295,55,0.0123,10544014,VV
DPS21019-2,2,14.106,226,11,0.0021,10544014,VB
DPS21019-2,72,15.499,10459021,257827,99.1939,10544014,BV
DPS21019-2,13,18.671,4868,113,0.0462,10544014,VV
DPS21019-2,14,19.908,1347,53,0.0128,10544014,VV
DPS21019-2,1,20.581,51543,2043,0.4888,10544014,VV
DPS21019-2,16,26.369,497,16,0.0047,10544014,BB
DPS21019-2,17,33.375,296,37,0.0028,10544014,BB
DPS21019-2,18,34.313,2104,201,0.0200,10544014,BB
DPS21019-2,19,35.281,663,50,0.0063,10544014,BB
DPS21019-2,20,36.250,3159,171,0.0300,10544014,BB
DPS21019-3,1,5.254,437,28,0.0041,10609386,BV
DPS21019-3,21,36.804,804,110,0.0076,10609386,BB
DPS21019-3,2,5.857,135,12,0.0013,10609386,VB
DPS21019-3,22,37.328,4920,428,0.0464,10609386,BB
DPS21019-3,3,7.430,2125,213,0.0200,10609386,BR
DPS21019-3,23,37.801,3925,392,0.0370,10609386,BB
DPS21019-3,4,7.593,1536,173,0.0145,10609386,RV
DPS21019-3,5,7.839,1928,165,0.0182,10609386,VB
DPS21019-3,6,9.974,1094,71,0.0103,10609386,BB
DPS21019-3,7,10.850,575,20,0.0054,10609386,BB
DPS21019-3,8,12.003,432,24,0.0041,10609386,BV
DPS21019-3,3,12.772,1313,54,0.0124,10609386,VV
DPS21019-3,10,13.285,1311,56,0.0124,10609386,VV
DPS21019-3,2,14.160,322,14,0.0030,10609386,VB
DPS21019-3,72,15.496,10521586,259430,99.1724,10609386,BV
DPS21019-3,13,18.665,5901,129,0.0556,10609386,VV
DPS21019-3,14,19.914,1417,58,0.0134,10609386,VV
DPS21019-3,1,20.583,52536,2068,0.4952,10609386,VV
DPS21019-3,16,26.351,456,15,0.0043,10609386,BB
DPS21019-3,17,33.371,318,40,0.0030,10609386,BB
DPS21019-3,18,34.309,2224,210,0.0210,10609386,BB
DPS21019-3,19,35.276,779,55,0.0073,10609386,BB
DPS21019-3,20,36.249,3310,178,0.0312,10609386,BB
DPS21020-1,1,5.250,442,31,0.0042,10500273,BB
DPS21020-1,21,37.329,4691,421,0.0447,10500273,BB
DPS21020-1,2,5.856,102,10,0.0010,10500273,BB
DPS21020-1,22,37.797,3481,358,0.0332,10500273,BB
DPS21020-1,3,7.426,1967,192,0.0187,10500273,BR
DPS21020-1,4,7.590,1450,167,0.0138,10500273,RV
DPS21020-1,5,7.834,1600,140,0.0152,10500273,VB
DPS21020-1,6,9.960,1266,77,0.0121,10500273,BV
DPS21020-1,7,10.837,486,17,0.0046,10500273,VB
DPS21020-1,8,11.999,290,18,0.0028,10500273,BV
DPS21020-1,3,12.766,1227,51,0.0117,10500273,VV
DPS21020-1,10,13.297,1013,49,0.0096,10500273,VV
DPS21020-1,2,14.125,233,9,0.0022,10500273,VB
DPS21020-1,72,15.501,10420083,257270,99.2363,10500273,BV
DPS21020-1,13,18.677,5357,119,0.0510,10500273,VV
DPS21020-1,14,19.862,1095,47,0.0104,10500273,VV
DPS21020-1,1,20.583,47706,1877,0.4543,10500273,VV
DPS21020-1,16,26.361,529,18,0.0050,10500273,BB
DPS21020-1,17,34.315,2420,195,0.0230,10500273,BB
DPS21020-1,18,35.280,634,49,0.0060,10500273,BB
DPS21020-1,19,36.256,3414,204,0.0325,10500273,BB
DPS21020-1,20,36.805,789,104,0.0075,10500273,BB
DPS21020-2,1,5.247,433,31,0.0041,10522800,BV
DPS21020-2,21,37.327,5219,438,0.0496,10522800,BB
DPS21020-2,2,5.838,114,11,0.0011,10522800,VB
DPS21020-2,22,37.795,3125,344,0.0297,10522800,BB
DPS21020-2,3,7.425,1972,192,0.0187,10522800,BR
DPS21020-2,4,7.588,1464,168,0.0139,10522800,RV
DPS21020-2,5,7.834,1620,142,0.0154,10522800,VB
DPS21020-2,6,9.961,1240,78,0.0118,10522800,BB
DPS21020-2,7,10.855,447,16,0.0042,10522800,BB
DPS21020-2,8,12.015,375,21,0.0036,10522800,BV
DPS21020-2,3,12.763,1225,50,0.0116,10522800,VV
DPS21020-2,10,13.311,1073,50,0.0102,10522800,VV
DPS21020-2,2,14.168,224,10,0.0021,10522800,VB
DPS21020-2,72,15.502,10443215,257489,99.2437,10522800,BV
DPS21020-2,13,18.648,5029,116,0.0478,10522800,VV
DPS21020-2,14,19.852,1204,44,0.0114,10522800,VV
DPS21020-2,1,20.584,47729,1885,0.4536,10522800,VV
DPS21020-2,16,26.364,525,17,0.0050,10522800,BB
DPS21020-2,17,34.312,1895,184,0.0180,10522800,BB
DPS21020-2,18,35.275,685,50,0.0065,10522800,BB
DPS21020-2,19,36.253,3197,196,0.0304,10522800,BB
DPS21020-2,20,36.802,791,104,0.0075,10522800,BB
DPS21020-3,1,5.251,457,32,0.0043,10534876,BV
DPS21020-3,21,37.327,5488,447,0.0521,10534876,BB
DPS21020-3,2,5.839,132,12,0.0013,10534876,VB
DPS21020-3,22,37.796,2981,340,0.0283,10534876,BB
DPS21020-3,3,7.426,2035,200,0.0193,10534876,BR
DPS21020-3,4,7.592,1486,169,0.0141,10534876,RV
DPS21020-3,5,7.835,1633,142,0.0155,10534876,VB
DPS21020-3,6,9.961,1227,77,0.0116,10534876,BB
DPS21020-3,7,10.837,419,16,0.0040,10534876,BB
DPS21020-3,8,12.007,418,25,0.0040,10534876,BV
DPS21020-3,3,12.773,1241,50,0.0118,10534876,VV
DPS21020-3,10,13.311,1068,50,0.0101,10534876,VV
DPS21020-3,2,14.163,193,10,0.0018,10534876,VB
DPS21020-3,72,15.503,10455307,258170,99.2447,10534876,BV
DPS21020-3,13,18.661,5162,117,0.0490,10534876,VV
DPS21020-3,14,19.865,922,42,0.0088,10534876,VV
DPS21020-3,1,20.586,47518,1882,0.4511,10534876,VV
DPS21020-3,16,26.346,582,19,0.0055,10534876,VB
DPS21020-3,17,34.311,1947,189,0.0185,10534876,BB
DPS21020-3,18,35.274,639,49,0.0061,10534876,BB
DPS21020-3,19,36.255,3233,197,0.0307,10534876,BB
DPS21020-3,20,36.802,788,104,0.0075,10534876,BB
DPS21021-1,1,5.167,380,30,0.0036,10463834,BV
